	Kingdom	Phylum	Class	Order	Family	Genus
ASV_12840	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12841	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12842	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12843	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV_12844	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_12845	Bacteria	Planctomycetota	BD7-11	NA	NA	NA
ASV_12846	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_12847	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Arctic95B-14	NA
ASV_12848	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA
ASV_12849	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA
ASV_12850	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA
ASV_12851	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12852	Bacteria	NA	NA	NA	NA	NA
ASV_12853	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group
ASV_12854	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	NA	NA
ASV_12855	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_12856	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA
ASV_12857	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA
ASV_12858	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_12859	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_12860	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_12861	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_12862	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA
ASV_12863	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_12864	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA
ASV_12865	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA
ASV_12866	Bacteria	NB1-j	NA	NA	NA	NA
ASV_12867	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_12868	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
ASV_12869	Bacteria	NB1-j	NA	NA	NA	NA
ASV_12870	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Fretibacter
ASV_12871	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_12872	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_12873	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_12874	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_12875	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_12876	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_12877	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_12878	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_12879	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_12880	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA
ASV_12881	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna
ASV_12882	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
ASV_12883	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_12884	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA
ASV_12885	Bacteria	NB1-j	NA	NA	NA	NA
ASV_12886	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
ASV_12887	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12888	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_12889	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_12890	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_12891	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_12892	Bacteria	NA	NA	NA	NA	NA
ASV_12893	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
ASV_12894	Bacteria	NA	NA	NA	NA	NA
ASV_12895	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
ASV_12896	Bacteria	Firmicutes	Clostridia	Lachnospirales	NA	NA
ASV_12897	Bacteria	NA	NA	NA	NA	NA
ASV_12898	Bacteria	NA	NA	NA	NA	NA
ASV_12899	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA
ASV_12900	Bacteria	NA	NA	NA	NA	NA
ASV_12901	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_12902	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix
ASV_12903	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_12904	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_12905	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12906	Bacteria	NA	NA	NA	NA	NA
ASV_12907	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA
ASV_12908	Bacteria	Acidobacteriota	Subgroup 21	NA	NA	NA
ASV_12909	Bacteria	NB1-j	NA	NA	NA	NA
ASV_12910	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_12911	Bacteria	NB1-j	NA	NA	NA	NA
ASV_12912	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group
ASV_12913	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	NA	NA
ASV_12914	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12915	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_12916	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12917	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12918	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12919	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA
ASV_12920	Bacteria	NA	NA	NA	NA	NA
ASV_12921	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_12922	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_12923	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_12924	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA
ASV_12925	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12926	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA
ASV_12927	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_12928	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_12929	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_12930	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_12931	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV_12932	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_12933	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_12934	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA
ASV_12935	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	NA	NA
ASV_12936	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_12937	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	NA
ASV_12938	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_12939	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_12940	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_12941	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA
ASV_12942	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_12943	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_12944	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_12945	Bacteria	NA	NA	NA	NA	NA
ASV_12946	Bacteria	NA	NA	NA	NA	NA
ASV_12947	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_12948	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_12949	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA
ASV_12950	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12951	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA
ASV_12952	Bacteria	PAUC34f	NA	NA	NA	NA
ASV_12953	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	NA
ASV_12954	Bacteria	Elusimicrobiota	Lineage IIb	NA	NA	NA
ASV_12955	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidales Incertae Sedis	Dehalobium
ASV_12956	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_12957	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
ASV_12958	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV_12959	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA
ASV_12960	Bacteria	NA	NA	NA	NA	NA
ASV_12961	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_12962	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_12963	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter
ASV_12964	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_12965	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_12966	Bacteria	NA	NA	NA	NA	NA
ASV_12967	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_12968	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12969	Bacteria	Cyanobacteria	Vampirivibrionia	Caenarcaniphilales	NA	NA
ASV_12970	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12971	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA
ASV_12972	Bacteria	NA	NA	NA	NA	NA
ASV_12973	Bacteria	NA	NA	NA	NA	NA
ASV_12974	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_12975	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12976	Bacteria	NA	NA	NA	NA	NA
ASV_12977	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
ASV_12978	Bacteria	NA	NA	NA	NA	NA
ASV_12979	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA
ASV_12980	Bacteria	NA	NA	NA	NA	NA
ASV_12981	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
ASV_12982	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_12983	Bacteria	NA	NA	NA	NA	NA
ASV_12984	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA
ASV_12985	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA
ASV_12986	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	JdFR-76
ASV_12987	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA
ASV_12988	Bacteria	Verrucomicrobiota	Lentisphaeria	P.palmC41	NA	NA
ASV_12989	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_12990	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_12991	NA	NA	NA	NA	NA	NA
ASV_12992	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_12993	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella
ASV_12994	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_12995	Bacteria	NA	NA	NA	NA	NA
ASV_12996	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_12997	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_12998	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_12999	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA
ASV_13000	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_13001	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_13002	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13003	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
ASV_13004	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13005	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
ASV_13006	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA
ASV_13007	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13008	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_13009	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_13010	Bacteria	Myxococcota	Polyangia	Polyangiales	Eel-36e1D6	NA
ASV_13011	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_13012	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
ASV_13013	Bacteria	NA	NA	NA	NA	NA
ASV_13014	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group
ASV_13015	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	NA
ASV_13016	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_13017	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_13018	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_13019	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_13020	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_13021	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA
ASV_13022	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
ASV_13023	Bacteria	NA	NA	NA	NA	NA
ASV_13024	Bacteria	NA	NA	NA	NA	NA
ASV_13025	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
ASV_13026	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_13027	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
ASV_13028	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13029	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA
ASV_13030	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_13031	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA
ASV_13032	Bacteria	PAUC34f	NA	NA	NA	NA
ASV_13033	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SM23-30	NA
ASV_13034	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea
ASV_13035	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_13036	Bacteria	NA	NA	NA	NA	NA
ASV_13037	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_13038	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA
ASV_13039	Bacteria	Desulfobacterota	NA	NA	NA	NA
ASV_13040	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_13041	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_13042	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV_13043	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_13044	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_13045	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13046	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_13047	Bacteria	NA	NA	NA	NA	NA
ASV_13048	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_13049	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA
ASV_13050	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_13051	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_13052	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter
ASV_13053	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_13054	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Tepidibacter
ASV_13055	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus
ASV_13056	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13057	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_13058	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA
ASV_13059	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA
ASV_13060	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_13061	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
ASV_13062	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA
ASV_13063	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13064	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA
ASV_13065	Bacteria	NA	NA	NA	NA	NA
ASV_13066	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA
ASV_13067	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
ASV_13068	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	NA
ASV_13069	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_13070	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA
ASV_13071	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13072	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	NA
ASV_13073	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium
ASV_13074	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	NA
ASV_13075	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_13076	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_13077	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_13078	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13079	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081 sediment group
ASV_13080	Bacteria	Actinobacteriota	Actinobacteria	PeM15	NA	NA
ASV_13081	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA
ASV_13082	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_13083	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13084	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Kangiellaceae	Aliikangiella
ASV_13085	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_13086	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_13087	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA
ASV_13088	Bacteria	NA	NA	NA	NA	NA
ASV_13089	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13090	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella
ASV_13091	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13092	Bacteria	Desulfobacterota	NA	NA	NA	NA
ASV_13093	Bacteria	NA	NA	NA	NA	NA
ASV_13094	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13095	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV_13096	Eukaryota	NA	NA	NA	NA	NA
ASV_13097	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13098	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13099	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_13100	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_13101	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_13102	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13103	Bacteria	NA	NA	NA	NA	NA
ASV_13104	Bacteria	NA	NA	NA	NA	NA
ASV_13105	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13106	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_13107	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter
ASV_13108	Bacteria	Verrucomicrobiota	Lentisphaeria	NA	NA	NA
ASV_13109	Bacteria	NA	NA	NA	NA	NA
ASV_13110	Bacteria	NA	NA	NA	NA	NA
ASV_13111	Bacteria	NA	NA	NA	NA	NA
ASV_13112	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_13113	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_13114	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_13115	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_13116	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13117	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_13118	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	NA
ASV_13119	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA
ASV_13120	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_13121	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Lamprocystis
ASV_13122	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13123	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
ASV_13124	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_13125	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_13126	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus
ASV_13127	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
ASV_13128	Bacteria	NA	NA	NA	NA	NA
ASV_13129	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_13130	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_13131	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_13132	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_13133	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera
ASV_13134	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA
ASV_13135	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_13136	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_13137	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV_13138	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA
ASV_13139	Bacteria	NA	NA	NA	NA	NA
ASV_13140	Bacteria	Myxococcota	Polyangia	UASB-TL25	NA	NA
ASV_13141	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_13142	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Catenovulum
ASV_13143	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_13144	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_13145	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_13146	Bacteria	NA	NA	NA	NA	NA
ASV_13147	Bacteria	NB1-j	NA	NA	NA	NA
ASV_13148	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV_13149	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_13150	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group
ASV_13151	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
